publisher,avg_net_score,game_count,total_net_score
Alternative Software Ltd,36.72222222222222,18,661.0
Throwback Entertainment,36.625,8,293.0
유진게임즈,36.57142857142857,7,256.0
Gamedust,36.166666666666664,6,217.0
Flynn's Arcade,36.142857142857146,7,253.0
GC Games,36.0,5,180.0
MumboJumbo,36.0,6,216.0
EnsenaSoft,35.9375,16,575.0
Avalon Digital,35.87096774193548,31,1112.0
Apskeppet,35.625,8,285.0
Flying Star Games,35.6,5,178.0
Crisp App Studio,35.285714285714285,21,741.0
bitComposer Interactive GmbH,35.0,5,175.0
Soulwarmers Games,34.8,5,174.0
Astra Playroom,34.666666666666664,6,208.0
DangerousBob Studio LLC,34.6,5,173.0
Green Sauce Games,34.5,16,552.0
okyakusama,34.44444444444444,9,310.0
Thalamus Digital,33.916666666666664,12,407.0
XOCUS,33.666666666666664,6,202.0
Libredia Entertainment,33.625,8,269.0
Legacy Games,33.6,5,168.0
hOSHI,33.57142857142857,7,235.0
TERARIN GAMES,33.5,8,268.0
ROSEVERTE,33.45454545454545,11,368.0
SEEP,33.388888888888886,18,601.0
ben lunato,33.2,5,166.0
tjern,33.0,5,165.0
iMel,33.0,7,231.0
chengcong,33.0,5,165.0
Red twice potato,32.92857142857143,14,461.0
Musa GUNGOR,32.875,8,263.0
Nonsense Machine,32.833333333333336,6,197.0
Qumaron,32.666666666666664,33,1078.0
Supernova Games,32.666666666666664,6,196.0
BekkerDev Studio,32.46153846153846,13,422.0
GoldenGod Games,32.25,8,258.0
Oh,32.111111111111114,9,289.0
a Rock! Studios,32.111111111111114,9,289.0
Pro Strategy Games,31.875,8,255.0
2Awesome Studio,31.818181818181817,11,350.0
Starwind Games,31.8,5,159.0
Interactive Gaming Studios,31.6,5,158.0
Vive Studios,31.5,6,189.0
Chris Antoni,30.666666666666668,9,276.0
Icehelm,30.5,6,183.0
Old School Vibes,30.4,10,304.0
Crescent Moon Games,30.294117647058822,17,515.0
New Dawn Game Studio,30.2,5,151.0
Piko Interactive LLC,30.09090909090909,33,993.0
Galactic Crows,29.666666666666668,6,178.0
Woodsy Studio,29.285714285714285,7,205.0
哈视奇科技,29.0,5,145.0
Strategic Designs Ltd.,29.0,6,174.0
10mg,29.0,9,261.0
Gray Boss,29.0,9,261.0
727 Not Hound,28.727272727272727,11,316.0
Tegridy Made Games,28.642857142857142,14,401.0
Yaeko,28.3125,16,453.0
AK Studio,28.166666666666668,12,338.0
N/A,28.15,20,563.0
Drageus Games S.A.,27.875,8,223.0
LunaBeat,27.8,5,139.0
GFI,27.714285714285715,7,194.0
Cow Games,27.6,15,414.0
Runesoft GmbH,27.6,5,138.0
Sensen Games,27.6,5,138.0
PolarityFlow,27.5,6,165.0
Silver Cow Studio,27.428571428571427,7,192.0
Eclipse Games,27.4,5,137.0
Blue Entropy Studios,27.4,5,137.0
Frontline: Games Series,27.285714285714285,7,191.0
Half-Face Games,27.25,8,218.0
Lycian Studio,27.2,5,136.0
M.INDIE,27.0,12,324.0
BokiBoki Games,26.90909090909091,11,296.0
BokiBoki Game,26.90909090909091,11,296.0
Ominous Entertainment,26.88888888888889,9,242.0
mebius.,26.857142857142858,7,188.0
Velsin,26.666666666666668,6,160.0
NipoBox Publishing,26.5,6,159.0
DXF Games,26.5,6,159.0
LU QI,26.428571428571427,7,185.0
derevotyan,26.428571428571427,7,185.0
BufoProject,26.22222222222222,9,236.0
Mikołaj Spychał,26.142857142857142,14,366.0
Sprovieri Games,26.142857142857142,7,183.0
Clear River Games,26.1,20,522.0
Happy Home Company,26.0,7,182.0
SVGames,25.833333333333332,12,310.0
Enkian Games,25.8,5,129.0
Wolfs Moon Studios,25.75,12,309.0
NLB project,25.714285714285715,7,180.0
netmin games,25.6,5,128.0
Gunnar Games,25.375,8,203.0
PigeonDev,25.333333333333332,6,152.0
QZQ Studio,25.130434782608695,23,578.0
The Revills Games,25.0,11,275.0
PS Games,25.0,6,150.0
KPL,24.857142857142858,14,348.0
First Games Interactive,24.75,8,198.0
WASABI entertainment,24.636363636363637,11,271.0
Khud0,24.428571428571427,7,171.0
OZNA STUDIO,24.285714285714285,7,170.0
Luna Apps,24.2,5,121.0
Sacada,24.0,21,504.0
Dead Drop Studios LLC,23.77777777777778,9,214.0
GCN,23.75,8,190.0
Laush Studio,23.7,120,2844.0
Bitlock Studio,23.666666666666668,21,497.0
Sergey Bobrov,23.666666666666668,6,142.0
John Wizard,23.6,5,118.0
Sonic Powered Co.,23.6,5,118.0
magicdweedoo,23.6,5,118.0
Kadragon,23.5,8,188.0
Playstige Interactive,23.363636363636363,11,257.0
G-MODE,22.805555555555557,36,821.0
Mindscape,22.77777777777778,9,205.0
David Mulder,22.714285714285715,7,159.0
Opala Project,22.714285714285715,7,159.0
Immersion,22.666666666666668,6,136.0
NowakGames,22.6,5,113.0
Bartoš Studio,22.5,6,135.0
ShortStackStudio,22.428571428571427,7,157.0
Space Fractal,22.4,5,112.0
Jujubee S.A.,22.333333333333332,6,134.0
Dr. Cyril Splutterworth,22.076923076923077,13,287.0
azimuth team,22.0,5,110.0
Overaction Game Studio,22.0,7,154.0
Aleksey Izimov,22.0,6,132.0
Sons of Welder,22.0,10,220.0
MUTAN,21.857142857142858,7,153.0
Wild River Games GmbH,21.666666666666668,6,130.0
kan.kikuchi,21.6,5,108.0
Tuomo's games,21.571428571428573,7,151.0
Galactic Geckon,21.5,8,172.0
CDIS,21.4,5,107.0
Cakewalk,21.333333333333332,6,128.0
OKSoft,21.0,5,105.0
Tribus Games Indie,20.88888888888889,9,188.0
Day Art's Games,20.833333333333332,6,125.0
Wise Box Studios,20.833333333333332,6,125.0
G. A. Williams,20.8,5,104.0
Fun Infused Games,20.75,8,166.0
Prime Bit Games SA,20.714285714285715,7,145.0
I commissioned some series,20.67924528301887,53,1096.0
Campus ADN,20.666666666666668,9,186.0
Coffee Studio,20.5,6,123.0
Celery Emblem™,20.4,5,102.0
SpielmannSpiel,20.375,8,163.0
phime studio LLC,20.285714285714285,7,142.0
Gammera Nest,20.25,12,243.0
My Way Games,20.16417910447761,67,1351.0
Roppy Chop Studios,20.0,5,100.0
HitherYon Games,20.0,5,100.0
Render System,19.857142857142858,7,139.0
Robotizar Games,19.857142857142858,7,139.0
Tero Lunkka,19.70909090909091,55,1084.0
EpiXR Games UG,19.704918032786885,61,1202.0
FM Simple Games Studio,19.7,10,197.0
Kajak Games,19.642857142857142,14,275.0
Yash Future Tech Solutions Pvt Ltd,19.6,5,98.0
Chilled Mouse,19.6,5,98.0
Frosted Wings Studio,19.22222222222222,9,173.0
Dracula's Cave,19.142857142857142,7,134.0
Best Place Apps,19.11111111111111,9,172.0
BBG Entertainment GmbH,19.0,5,95.0
Childish Things Ltd,19.0,6,114.0
LostVolBytes,19.0,5,95.0
Lillymo Games,19.0,5,95.0
Orangepixel,18.923076923076923,13,246.0
Vidas Salavejus,18.818181818181817,22,414.0
CCS,18.666666666666668,9,168.0
Digital Fusion Inc.,18.5,6,111.0
Blaze Epic,18.5,10,185.0
Error 300,18.133333333333333,15,272.0
RedDeer.Games,18.083333333333332,12,217.0
Storming Tech,18.0,5,90.0
Growfall Games,18.0,7,126.0
Blue Mana,17.8,5,89.0
Somnambulist Games,17.8,5,89.0
Game Museum,17.8,5,89.0
Warfare Studios,17.764705882352942,17,302.0
Andreev Worlds,17.6,5,88.0
LTZinc,17.57894736842105,19,334.0
HaDe Games,17.56,25,439.0
SpoocleMacBoogle,17.5,8,140.0
Fewjix,17.285714285714285,7,121.0
W.T.B.,17.210526315789473,19,327.0
Tbjbu2,17.2,5,86.0
SilentFuture,17.2,10,172.0
Anawiki Games,17.166666666666668,6,103.0
Ma Ma Software,17.166666666666668,6,103.0
Red Kraken studio,17.0,5,85.0
YarnCat Games,17.0,5,85.0
IV Productions,16.846153846153847,13,219.0
Sports Mogul,16.833333333333332,6,101.0
Renegade Sector Games,16.8,15,252.0
Mykhail Konokh,16.7,10,167.0
Simon Says: Play!,16.571428571428573,7,116.0
SEKTOR GAMES,16.5,6,99.0
Hidden Cats,16.333333333333332,6,98.0
SUCCESS Corp.,16.25,8,130.0
Independent,16.2,10,162.0
Funny Twins,16.166666666666668,6,97.0
CggtGroup,16.0,5,80.0
LunarCore Games,16.0,8,128.0
Challenging Games,16.0,5,80.0
Marvellous Soft,16.0,5,80.0
Team Syukino,15.8,10,158.0
Artur Rezende,15.785714285714286,14,221.0
Enoops,15.689655172413794,29,455.0
Rank17,15.666666666666666,6,94.0
familyplay,15.642857142857142,28,438.0
Inspector Studios,15.615384615384615,13,203.0
Oleg Sereda,15.5,6,93.0
Red Meat Games,15.4,5,77.0
Chequered Ink Ltd.,15.333333333333334,12,184.0
orange,15.333333333333334,6,92.0
ShineProject,15.166666666666666,6,91.0
Studio Inward,15.090909090909092,11,166.0
Quarlellle,15.052631578947368,19,286.0
ValkyrieInitiative,15.0,5,75.0
ChessBase GmbH,14.833333333333334,6,89.0
Pickle Drugs,14.714285714285714,7,103.0
Dnovel,14.709677419354838,31,456.0
Afil Games,14.7,10,147.0
MACKINN7,14.68421052631579,19,279.0
HugePixel,14.619047619047619,21,307.0
ZOOM Platform Media,14.533333333333333,15,218.0
Chun Y.,14.375,8,115.0
Markt+Technik Verlag GmbH,14.23076923076923,13,185.0
Fowers Games,14.2,5,71.0
lightUP,14.105263157894736,19,268.0
Moondolino,14.0,5,70.0
Higgs Games GmbH,14.0,9,126.0
Hard Shark Games,14.0,8,112.0
Bad Kid Games,14.0,6,84.0
Emblematic Group,14.0,5,70.0
Astronomic Games,14.0,5,70.0
Tea Monster Games,13.833333333333334,6,83.0
Ahlman Game Studio,13.714285714285714,7,96.0
Windforce,13.333333333333334,6,80.0
MFC STUDIO,13.333333333333334,6,80.0
MAGIX Software GmbH,13.227272727272727,22,291.0
Zerouno Games,13.222222222222221,9,119.0
TENSTACK,13.2,5,66.0
Ripknot Systems,13.102564102564102,39,511.0
Aged Immortals,12.875,8,103.0
Slippy Floor,12.875,8,103.0
HH-Games,12.858064516129032,155,1993.0
alex94i60,12.8,5,64.0
Libredia,12.76923076923077,13,166.0
Mindware,12.7,10,127.0
ShangkoStudio,12.625,8,101.0
Indiecode Games,12.6,5,63.0
ProjectorGames,12.5,6,75.0
Alawar Entertainment,12.4,5,62.0
ESAT,12.222222222222221,9,110.0
Colossus Game Studio,12.142857142857142,7,85.0
AnelaGamesStudio,12.125,8,97.0
Enaayah Software Development and Services Private Limited,12.117647058823529,17,206.0
白信鸽工作室,12.0,5,60.0
Girls Make Games,12.0,5,60.0
Studio2760,11.88888888888889,9,107.0
grin robot,11.875,8,95.0
Source Byte Sp. z o.o.,11.875,8,95.0
Yahaha Studios,11.777777777777779,9,106.0
Tim Rachor,11.75,8,94.0
Cateia Games,11.7,20,234.0
ACQUIRE Corp.,11.571428571428571,7,81.0
Pixel Games UK,11.507462686567164,67,771.0
indiegames3000,11.4,5,57.0
DillyFrame,11.368421052631579,19,216.0
艾露比工作室,11.333333333333334,6,68.0
kazakovstudios,11.307692307692308,13,147.0
Shinyuden,11.285714285714286,7,79.0
SUPERita,11.0,5,55.0
Stardock,11.0,8,88.0
Ferulox Studios,11.0,6,66.0
CyberLink,11.0,8,88.0
HandMade Games,10.972222222222221,36,395.0
Notus Games Ltd,10.9,10,109.0
Triority Interactive Novels,10.833333333333334,6,65.0
Eastasiasoft Limited,10.724137931034482,29,311.0
ApeHardware,10.714285714285714,7,75.0
AgeOfGames,10.666666666666666,6,64.0
Koch Media,10.666666666666666,9,96.0
Blessing Company,10.658536585365853,41,437.0
Leakage Games,10.6,5,53.0
Sub Orbital Software,10.6,5,53.0
Snowhaven Studios,10.4,5,52.0
Petite Fleur Productions,10.333333333333334,6,62.0
Boomzap Inc,10.204545454545455,44,449.0
Studio Six,10.2,5,51.0
ltd.,10.2,5,51.0
Ready To Play,10.2,5,51.0
William at Oxford,10.090909090909092,22,222.0
Valkyria Games,10.0,10,100.0
iGindisGames,10.0,5,50.0
ZaxtorGameS,9.923076923076923,13,129.0
KazakovStudios,9.8,5,49.0
Valkeala Software,9.75,24,234.0
Nikita Morti,9.75,8,78.0
Big Fish Games,9.629716981132075,424,4083.0
DigiMight,9.555555555555555,18,172.0
Heart's Choice,9.529411764705882,17,162.0
Nami Tentou,9.5,6,57.0
Gamesforgames,9.445652173913043,92,869.0
Rusimitu,9.4,5,47.0
Voltage Inc.,9.357142857142858,14,131.0
Silesia Games,9.333333333333334,6,56.0
FadyGames,9.333333333333334,9,84.0
HapGames,9.166666666666666,6,55.0
ChaniMK,9.0,10,90.0
LKMAD,8.714285714285714,7,61.0
meokigame,8.666666666666666,6,52.0
Nekomura Games,8.6,5,43.0
khukhrovr,8.571428571428571,21,180.0
CasGames,8.5,6,51.0
Nochi Studios,8.5,6,51.0
kovalevviktor,8.461538461538462,13,110.0
Wainstop James,8.363636363636363,11,92.0
FlagmanJeremy,8.307692307692308,13,108.0
Phoenix Reborn Games,8.25,8,66.0
origamihero games,8.2,5,41.0
PaulArt,8.142857142857142,7,57.0
RetroScope GM,8.0625,16,129.0
Popoko VM Games,8.0,5,40.0
TreeFall Studios L.L.C.,8.0,8,64.0
Archor Games,7.982142857142857,56,447.0
Crazysoft Limited,7.888888888888889,9,71.0
NCH Software,7.875,8,63.0
Redbrick Studios Ltd,7.833333333333333,6,47.0
Andy Jurko,7.823529411764706,17,133.0
RobProductions,7.8,5,39.0
Cosmocat,7.8,5,39.0
Piece Of Voxel,7.75,60,465.0
Louie Inc,7.739130434782608,23,178.0
Lieb,7.666666666666667,6,46.0
Boogygames Studios,7.652777777777778,72,551.0
Prince Game Studio,7.6,5,38.0
ITC Studio,7.6,5,38.0
Denda Games,7.571428571428571,14,106.0
M9 Games,7.428571428571429,7,52.0
Marginal act,7.428571428571429,7,52.0
nonPareil Institute,7.428571428571429,7,52.0
Hede,7.4,15,111.0
OrionSoft,7.4,5,37.0
NecroCatic Games,7.333333333333333,6,44.0
Wolverine Studios,7.25,20,145.0
Game Studio Abraham Stolk Inc.,7.166666666666667,6,43.0
Cannibal Interactive,7.166666666666667,6,43.0
EntwicklerX,7.125,8,57.0
Azerbaijan Technology,7.0,5,35.0
Vitok,7.0,9,63.0
Hardi,6.875,8,55.0
Arbatskii Anatolii,6.8,5,34.0
MixoGames Ltd.,6.8,10,68.0
STuNT,6.7105263157894735,38,255.0
NAPE GAMES,6.666666666666667,6,40.0
Arkhouse Telegnosis,6.6,5,33.0
Bolder Games,6.6,5,33.0
Neki4 Electronics,6.4,15,96.0
PhoenixFire Games,6.375,8,51.0
Phoenixxx Games,6.25,8,50.0
Erbe Software,6.181818181818182,11,68.0
Leonardo Alexandrino,6.166666666666667,6,37.0
MoonlightGames,6.111111111111111,9,55.0
8floor,6.087248322147651,149,907.0
NS,6.083333333333333,12,73.0
Vutune,6.083333333333333,12,73.0
16air,6.0,8,48.0
2ev1l,6.0,5,30.0
3DA,6.0,5,30.0
Indie,5.923076923076923,13,77.0
Rocky Studio,5.916666666666667,12,71.0
IndigoWare,5.875,8,47.0
IO Games,5.857142857142857,7,41.0
Ammonite Design Studios Ltd,5.818181818181818,11,64.0
baKno Games,5.7272727272727275,11,63.0
wow wow Games,5.666666666666667,6,34.0
RoBot,5.6,10,56.0
KoheiGallery,5.6,5,28.0
Fortcullis Games,5.571428571428571,7,39.0
Tom's Feral Cat Games,5.5,6,33.0
Tomas Daugela,5.5,6,33.0
Playtouch,5.428571428571429,7,38.0
Daniel Li,5.428571428571429,7,38.0
INFINITE BRIDGE,5.4,10,54.0
Fürst,5.4,5,27.0
Daisessen,5.375,8,43.0
Doubleton Game Studio,5.333333333333333,6,32.0
echomune,5.285714285714286,7,37.0
My Label Game Studio,5.285714285714286,7,37.0
Brewsterland Studios,5.076923076923077,13,66.0
Dikobraz Games,5.0,9,45.0
Mind Body Aware Games LLC,5.0,5,25.0
IzukawaN,5.0,5,25.0
Black Phoenix Studio,5.0,5,25.0
GVR Training Computer Software,5.0,7,35.0
StarSystemStudios,5.0,6,30.0
SAT-BOX,4.935483870967742,31,153.0
Do Games Limited,4.9,30,147.0
Kedexa,4.875,8,39.0
Kvass Da Valenki,4.833333333333333,6,29.0
Megu Studio,4.833333333333333,6,29.0
Stegalosaurus Game Development,4.823529411764706,17,82.0
LGV,4.8,25,120.0
DeilRoXEntertainment,4.8,5,24.0
Nacks Soft,4.666666666666667,9,42.0
MIRROR Soft,4.631578947368421,19,88.0
EF Universe Games LLC,4.6,5,23.0
Yamate,4.6,5,23.0
Pixel After Pixel,4.6,5,23.0
JimJams Games,4.5,8,36.0
Candy games studios,4.428571428571429,7,31.0
Orfeas Game Studio,4.4,5,22.0
MobileFusion Apps Ltd,4.333333333333333,6,26.0
UPCELL TELEKOMUNIKASYON LIMITED SIRKETI,4.333333333333333,9,39.0
WELOVEBOT CO.,4.2,5,21.0
OxygenStudio,4.0,5,20.0
Flying Panjandrum / ふらいんぐパンジャンドラム,4.0,5,20.0
Paul Connor,3.9,10,39.0
Dinosaur workshop,3.875,8,31.0
Little Black Book Entertainment,3.823529411764706,17,65.0
Fury Games Production,3.8,5,19.0
Cornutopia Software,3.75,8,30.0
Anamik Majumdar,3.611111111111111,18,65.0
Shoho Games,3.6,5,18.0
Rawi Studio,3.6,10,36.0
War Child Gaming,3.6,10,36.0
Angel Star Studios,3.6,5,18.0
Tuga Studios,3.6,5,18.0
eSolutions Nordic AB,3.5833333333333335,12,43.0
Click on things together,3.5,10,35.0
Cute Hannah's Games,3.4444444444444446,9,31.0
Ironcode Gaming,3.375,8,27.0
Fungamesvr,3.3333333333333335,6,20.0
SP GAMES,3.2857142857142856,7,23.0
Tamashii,3.2222222222222223,9,29.0
RealMono Inc.,3.2,5,16.0
Marafigo Games,3.2,5,16.0
Syntaxity,3.1666666666666665,6,19.0
Wanderful Interactive Storybooks,3.1666666666666665,6,19.0
Li Yin,3.0,6,18.0
cBlck,3.0,6,18.0
Thoth VR Health,3.0,5,15.0
GameDev_ToolMaker,3.0,5,15.0
Marc Brown Studios,3.0,5,15.0
LGT SIA,2.9696969696969697,33,98.0
HUNTERS,2.909090909090909,11,32.0
Casual Arts,2.8846153846153846,26,75.0
XSGames,2.875,8,23.0
Individual Software,2.8421052631578947,19,54.0
RedZyrro,2.8,5,14.0
African boy Keita studio,2.8,5,14.0
Super PowerUp Games,2.611111111111111,18,47.0
Kedronic UAB,2.6,5,13.0
Point8 Games Inc.,2.6,5,13.0
Indie Games Publisher,2.5,6,15.0
WINGLAY,2.4285714285714284,7,17.0
Seven Sails Games,2.3636363636363638,11,26.0
Soomka Games,2.2857142857142856,7,16.0
Ume Softworks,2.2,5,11.0
IKIGames,2.2,5,11.0
Schwan OG,2.1666666666666665,6,13.0
Bleem.net,2.142857142857143,7,15.0
Dog On God,2.0,6,12.0
me,1.8,10,18.0
Anima Games,1.8,5,9.0
LoadUpGames.com,1.7777777777777777,9,16.0
magnussoft,1.7,20,34.0
TigerQiuQiu,1.6666666666666667,6,10.0
QuickBobber,1.6,5,8.0
Novixx Systems,1.6,5,8.0
Aurora,1.4285714285714286,7,10.0
Michael Richard Lannon,1.4,5,7.0
3DI LLC,1.0,6,6.0
DoubleTapStudio,1.0,5,5.0
